,date,price ($/Gal)
3067,2010-12-21,2.435
3068,2010-12-20,2.442
3069,2010-12-17,2.459
3070,2010-12-16,2.462
3071,2010-12-15,2.458
3072,2010-12-14,2.43
3073,2010-12-13,2.418
3074,2010-12-10,2.415
3075,2010-12-09,2.434
3076,2010-12-08,2.418
3077,2010-12-07,2.411
3078,2010-12-06,2.439
3079,2010-12-03,2.461
3080,2010-12-02,2.418
3081,2010-12-01,2.37
3082,2010-11-30,2.291
3083,2010-11-29,2.369
3084,2010-11-26,2.346
3085,2010-11-24,2.33
3086,2010-11-23,2.253
3087,2010-11-22,2.248
3088,2010-11-19,2.257
3089,2010-11-18,2.288
3090,2010-11-17,2.242
3091,2010-11-16,2.298
3092,2010-11-15,2.348
3093,2010-11-12,2.35
3094,2010-11-11,2.419
3095,2010-11-10,2.424
3096,2010-11-09,2.393
3097,2010-11-08,2.372
3098,2010-11-05,2.366
3099,2010-11-04,2.346
3100,2010-11-03,2.302
3101,2010-11-02,2.262
3102,2010-11-01,2.286
3103,2010-10-29,2.253
3104,2010-10-28,2.236
3105,2010-10-27,2.235
3106,2010-10-26,2.25
3107,2010-10-25,2.255
3108,2010-10-22,2.264
3109,2010-10-21,2.218
3110,2010-10-20,2.236
3111,2010-10-19,2.176
3112,2010-10-18,2.258
3113,2010-10-15,2.224
3114,2010-10-14,2.269
3115,2010-10-13,2.27
3116,2010-10-12,2.234
3117,2010-10-11,2.252
3118,2010-10-08,2.267
3119,2010-10-07,2.224
3120,2010-10-06,2.28
3121,2010-10-05,2.272
3122,2010-10-04,2.266
3123,2010-10-01,2.27
3124,2010-09-30,2.239
3125,2010-09-29,2.213
3126,2010-09-28,2.136
3127,2010-09-27,2.114
3128,2010-09-24,2.13
3129,2010-09-23,2.099
3130,2010-09-22,2.099
3131,2010-09-21,2.112
3132,2010-09-20,2.135
3133,2010-09-17,2.098
3134,2010-09-16,2.089
3135,2010-09-15,2.126
3136,2010-09-14,2.131
3137,2010-09-13,2.129
3138,2010-09-10,2.127
3139,2010-09-09,2.076
3140,2010-09-08,2.084
3141,2010-09-07,2.066
3142,2010-09-03,2.064
3143,2010-09-02,2.066
3144,2010-09-01,2.053
3145,2010-08-31,2.01
3146,2010-08-30,2.059
3147,2010-08-27,2.098
3148,2010-08-26,2.054
3149,2010-08-25,2.024
3150,2010-08-24,1.982
3151,2010-08-23,2.006
3152,2010-08-20,2.037
3153,2010-08-19,2.057
3154,2010-08-18,2.075
3155,2010-08-17,2.059
3156,2010-08-16,2.025
3157,2010-08-13,2.042
3158,2010-08-12,2.027
3159,2010-08-11,2.083
3160,2010-08-10,2.141
3161,2010-08-09,2.164
3162,2010-08-06,2.166
3163,2010-08-05,2.184
3164,2010-08-04,2.194
3165,2010-08-03,2.19
3166,2010-08-02,2.155
3167,2010-07-30,2.093
3168,2010-07-29,2.041
3169,2010-07-28,2.0
3170,2010-07-27,2.019
3171,2010-07-26,2.066
3172,2010-07-23,2.075
3173,2010-07-22,2.07
3174,2010-07-21,2.009
3175,2010-07-20,2.044
3176,2010-07-19,2.029
3177,2010-07-16,2.025
3178,2010-07-15,2.037
3179,2010-07-14,2.044
3180,2010-07-13,2.062
3181,2010-07-12,2.004
3182,2010-07-09,2.051
3183,2010-07-08,2.029
3184,2010-07-07,1.978
3185,2010-07-06,1.913
3186,2010-07-02,1.905
3187,2010-07-01,1.917
3188,2010-06-30,1.993
3189,2010-06-29,2.019
3190,2010-06-28,2.105
3191,2010-06-25,2.128
3192,2010-06-24,2.043
3193,2010-06-23,2.057
3194,2010-06-22,2.111
3195,2010-06-21,2.141
3196,2010-06-18,2.146
3197,2010-06-17,2.152
3198,2010-06-16,2.124
3199,2010-06-15,2.08
3200,2010-06-14,2.029
3201,2010-06-11,2.036
3202,2010-06-10,2.06
3203,2010-06-09,2.02
3204,2010-06-08,1.981
3205,2010-06-07,1.978
3206,2010-06-04,1.98
3207,2010-06-03,2.058
3208,2010-06-02,2.036
3209,2010-06-01,1.99
3210,2010-05-28,2.039
3211,2010-05-27,2.037
3212,2010-05-26,1.942
3213,2010-05-25,1.915
3214,2010-05-24,1.93
3215,2010-05-21,1.922
3216,2010-05-20,1.909
3217,2010-05-19,1.961
3218,2010-05-18,1.974
3219,2010-05-17,2.007
3220,2010-05-14,2.079
3221,2010-05-13,2.136
3222,2010-05-12,2.168
3223,2010-05-11,2.125
3224,2010-05-10,2.124
3225,2010-05-07,2.085
3226,2010-05-06,2.108
3227,2010-05-05,2.185
3228,2010-05-04,2.262
3229,2010-05-03,2.348
3230,2010-04-30,2.324
3231,2010-04-29,2.292
3232,2010-04-28,2.257
3233,2010-04-27,2.216
3234,2010-04-26,2.236
3235,2010-04-23,2.264
3236,2010-04-22,2.219
3237,2010-04-21,2.204
3238,2010-04-20,2.183
3239,2010-04-19,2.163
3240,2010-04-16,2.224
3241,2010-04-15,2.26
3242,2010-04-14,2.246
3243,2010-04-13,2.223
3244,2010-04-12,2.233
3245,2010-04-09,2.244
3246,2010-04-08,2.249
3247,2010-04-07,2.252
3248,2010-04-06,2.279
3249,2010-04-05,2.29
3250,2010-04-01,2.239
3251,2010-03-31,2.188
3252,2010-03-30,2.152
3253,2010-03-29,2.147
3254,2010-03-26,2.109
3255,2010-03-25,2.089
3256,2010-03-24,2.075
3257,2010-03-23,2.107
3258,2010-03-22,2.091
3259,2010-03-19,2.086
3260,2010-03-18,2.114
3261,2010-03-17,2.134
3262,2010-03-16,2.121
3263,2010-03-15,2.064
3264,2010-03-12,2.105
3265,2010-03-11,2.125
3266,2010-03-10,2.123
3267,2010-03-09,2.097
3268,2010-03-08,2.111
3269,2010-03-05,2.116
3270,2010-03-04,2.091
3271,2010-03-03,2.115
3272,2010-03-02,2.077
3273,2010-03-01,2.056
3274,2010-02-26,2.055
3275,2010-02-25,2.014
3276,2010-02-24,2.057
3277,2010-02-23,2.049
3278,2010-02-22,2.073
3279,2010-02-19,2.076
3280,2010-02-18,2.054
3281,2010-02-17,2.008
3282,2010-02-16,1.986
3283,2010-02-12,1.922
3284,2010-02-11,1.956
3285,2010-02-10,1.945
3286,2010-02-09,1.954
3287,2010-02-08,1.87
3288,2010-02-04,1.915
3289,2010-02-03,2.008
3290,2010-02-02,2.021
3291,2010-02-01,1.954
3292,2010-01-29,1.91
3293,2010-01-28,1.928
3294,2010-01-27,1.923
3295,2010-01-26,1.964
3296,2010-01-25,1.965
3297,2010-01-22,1.94
3298,2010-01-21,1.988
3299,2010-01-20,2.006
3300,2010-01-19,2.044
3301,2010-01-15,2.049
3302,2010-01-14,2.076
3303,2010-01-13,2.082
3304,2010-01-12,2.116
3305,2010-01-11,2.156
3306,2010-01-08,2.19
3307,2010-01-07,2.156
3308,2010-01-06,2.173
3309,2010-01-05,2.165
3310,2010-01-04,2.165
3311,2009-12-31,2.088
3312,2009-12-30,2.08
3313,2009-12-29,2.076
3314,2009-12-28,2.054
3315,2009-12-24,2.02
3316,2009-12-23,1.989
3317,2009-12-22,1.919
3318,2009-12-21,1.913
3319,2009-12-18,1.967
3320,2009-12-17,1.953
3321,2009-12-16,1.987
3322,2009-12-15,1.901
3323,2009-12-14,1.905
3324,2009-12-11,1.909
3325,2009-12-10,1.894
3326,2009-12-09,1.904
3327,2009-12-08,1.983
3328,2009-12-07,1.977
3329,2009-12-04,2.006
3330,2009-12-03,2.001
3331,2009-12-02,1.992
3332,2009-12-01,2.028
3333,2009-11-30,2.004
3334,2009-11-27,1.954
3335,2009-11-25,1.975
3336,2009-11-24,1.96
3337,2009-11-23,1.964
3338,2009-11-20,1.968
3339,2009-11-19,1.984
3340,2009-11-18,2.024
3341,2009-11-17,2.032
3342,2009-11-16,1.987
3343,2009-11-13,1.92
3344,2009-11-12,1.946
3345,2009-11-11,2.002
3346,2009-11-10,1.999
3347,2009-11-09,1.996
3348,2009-11-06,1.947
3349,2009-11-05,1.998
3350,2009-11-04,2.02
3351,2009-11-03,2.034
3352,2009-11-02,2.01
3353,2009-10-30,1.976
3354,2009-10-29,2.047
3355,2009-10-28,1.982
3356,2009-10-27,2.038
3357,2009-10-26,2.032
3358,2009-10-23,2.053
3359,2009-10-22,2.086
3360,2009-10-21,2.085
3361,2009-10-20,2.018
3362,2009-10-19,2.03
3363,2009-10-16,2.018
3364,2009-10-15,1.997
3365,2009-10-14,1.934
3366,2009-10-13,1.911
3367,2009-10-12,1.892
3368,2009-10-09,1.869
3369,2009-10-08,1.825
3370,2009-10-07,1.78
3371,2009-10-06,1.808
3372,2009-10-05,1.781
3373,2009-10-02,1.78
3374,2009-10-01,1.785
3375,2009-09-30,1.794
3376,2009-09-29,1.699
3377,2009-09-28,1.711
3378,2009-09-25,1.7
3379,2009-09-24,1.704
3380,2009-09-23,1.761
3381,2009-09-22,1.836
3382,2009-09-21,1.745
3383,2009-09-18,1.816
3384,2009-09-17,1.819
3385,2009-09-16,1.802
3386,2009-09-15,1.76
3387,2009-09-14,1.726
3388,2009-09-11,1.716
3389,2009-09-10,1.76
3390,2009-09-09,1.756
3391,2009-09-08,1.743
3392,2009-09-04,1.679
3393,2009-09-03,1.725
3394,2009-09-02,1.735
3395,2009-09-01,1.745
3396,2009-08-31,1.781
3397,2009-08-28,1.867
3398,2009-08-27,1.869
3399,2009-08-26,1.847
3400,2009-08-25,1.84
3401,2009-08-24,1.919
3402,2009-08-21,1.912
3403,2009-08-20,1.885
3404,2009-08-19,1.91
3405,2009-08-18,1.862
3406,2009-08-17,1.83
3407,2009-08-14,1.853
3408,2009-08-13,1.905
3409,2009-08-12,1.891
3410,2009-08-11,1.896
3411,2009-08-10,1.932
3412,2009-08-07,1.9
3413,2009-08-06,1.922
3414,2009-08-05,1.964
3415,2009-08-04,1.911
3416,2009-08-03,1.883
3417,2009-07-31,1.831
3418,2009-07-30,1.801
3419,2009-07-29,1.71
3420,2009-07-28,1.813
3421,2009-07-27,1.841
3422,2009-07-24,1.84
3423,2009-07-23,1.824
3424,2009-07-22,1.779
3425,2009-07-21,1.77
3426,2009-07-20,1.75
3427,2009-07-17,1.706
3428,2009-07-16,1.654
3429,2009-07-15,1.649
3430,2009-07-14,1.571
3431,2009-07-13,1.564
3432,2009-07-10,1.583
3433,2009-07-09,1.587
3434,2009-07-08,1.591
3435,2009-07-07,1.63
3436,2009-07-06,1.669
3437,2009-07-02,1.714
3438,2009-07-01,1.781
3439,2009-06-30,1.788
3440,2009-06-29,1.829
3441,2009-06-26,1.791
3442,2009-06-25,1.83
3443,2009-06-24,1.803
3444,2009-06-23,1.802
3445,2009-06-22,1.757
3446,2009-06-19,1.83
3447,2009-06-18,1.86
3448,2009-06-17,1.881
3449,2009-06-16,1.838
3450,2009-06-15,1.813
3451,2009-06-12,1.843
3452,2009-06-11,1.851
3453,2009-06-10,1.831
3454,2009-06-09,1.801
3455,2009-06-08,1.78
3456,2009-06-05,1.77
3457,2009-06-04,1.762
3458,2009-06-03,1.718
3459,2009-06-02,1.785
3460,2009-06-01,1.745
3461,2009-05-29,1.672
3462,2009-05-28,1.592
3463,2009-05-27,1.544
3464,2009-05-26,1.534
3465,2009-05-22,1.541
3466,2009-05-21,1.526
3467,2009-05-20,1.538
3468,2009-05-19,1.48
3469,2009-05-18,1.471
3470,2009-05-15,1.412
3471,2009-05-14,1.472
3472,2009-05-13,1.475
3473,2009-05-12,1.495
3474,2009-05-11,1.467
3475,2009-05-08,1.491
3476,2009-05-07,1.45
3477,2009-05-06,1.441
3478,2009-05-05,1.385
3479,2009-05-04,1.395
3480,2009-05-01,1.381
3481,2009-04-30,1.294
3482,2009-04-29,1.303
3483,2009-04-28,1.288
3484,2009-04-27,1.304
3485,2009-04-24,1.347
3486,2009-04-23,1.3
3487,2009-04-22,1.318
3488,2009-04-21,1.339
3489,2009-04-20,1.332
3490,2009-04-17,1.426
3491,2009-04-16,1.421
3492,2009-04-15,1.411
3493,2009-04-14,1.4
3494,2009-04-13,1.398
3495,2009-04-09,1.424
3496,2009-04-08,1.411
3497,2009-04-07,1.39
3498,2009-04-06,1.426
3499,2009-04-03,1.436
3500,2009-04-02,1.453
3501,2009-04-01,1.336
3502,2009-03-31,1.341
3503,2009-03-30,1.336
3504,2009-03-27,1.422
3505,2009-03-26,1.47
3506,2009-03-25,1.457
3507,2009-03-24,1.462
3508,2009-03-23,1.448
3509,2009-03-20,1.342
3510,2009-03-19,1.305
3511,2009-03-18,1.249
3512,2009-03-17,1.225
3513,2009-03-16,1.183
3514,2009-03-13,1.17
3515,2009-03-12,1.192
3516,2009-03-11,1.111
3517,2009-03-10,1.173
3518,2009-03-09,1.194
3519,2009-03-06,1.206
3520,2009-03-05,1.134
3521,2009-03-04,1.18
3522,2009-03-03,1.156
3523,2009-03-02,1.132
3524,2009-02-27,1.265
3525,2009-02-26,1.275
3526,2009-02-25,1.233
3527,2009-02-24,1.204
3528,2009-02-23,1.169
3529,2009-02-20,1.194
3530,2009-02-19,1.195
3531,2009-02-18,1.13
3532,2009-02-17,1.162
3533,2009-02-13,1.283
3534,2009-02-12,1.303
3535,2009-02-11,1.283
3536,2009-02-10,1.268
3537,2009-02-09,1.322
3538,2009-02-06,1.33
3539,2009-02-05,1.35
3540,2009-02-04,1.315
3541,2009-02-03,1.301
3542,2009-02-02,1.35
3543,2009-01-30,1.416
3544,2009-01-29,1.397
3545,2009-01-28,1.399
3546,2009-01-27,1.357
3547,2009-01-26,1.398
3548,2009-01-23,1.409
3549,2009-01-22,1.312
3550,2009-01-21,1.396
3551,2009-01-20,1.398
3552,2009-01-16,1.462
3553,2009-01-15,1.485
3554,2009-01-14,1.491
3555,2009-01-13,1.548
3556,2009-01-12,1.511
3557,2009-01-09,1.52
3558,2009-01-08,1.557
3559,2009-01-07,1.588
3560,2009-01-06,1.648
3561,2009-01-05,1.586
3562,2009-01-02,1.51
3563,2008-12-31,1.32
3564,2008-12-30,1.287
3565,2008-12-29,1.326
3566,2008-12-26,1.297
3567,2008-12-24,1.262
3568,2008-12-23,1.365
3569,2008-12-22,1.327
3570,2008-12-19,1.371
3571,2008-12-18,1.355
3572,2008-12-17,1.35
3573,2008-12-16,1.35
3574,2008-12-15,1.315
3575,2008-12-12,1.349
3576,2008-12-11,1.346
3577,2008-12-10,1.205
3578,2008-12-09,1.349
3579,2008-12-08,1.4
3580,2008-12-05,1.362
3581,2008-12-04,1.491
3582,2008-12-03,1.593
3583,2008-12-02,1.604
3584,2008-12-01,1.633
3585,2008-11-28,1.76
3586,2008-11-26,1.771
3587,2008-11-25,1.709
3588,2008-11-24,1.8
3589,2008-11-21,1.711
3590,2008-11-20,1.684
3591,2008-11-19,1.772
3592,2008-11-18,1.796
3593,2008-11-17,1.823
3594,2008-11-14,1.857
3595,2008-11-13,1.935
3596,2008-11-12,1.851
3597,2008-11-11,1.946
3598,2008-11-10,2.059
3599,2008-11-07,2.021
3600,2008-11-06,1.985
3601,2008-11-05,2.103
3602,2008-11-04,2.14
3603,2008-11-03,1.993
3604,2008-10-31,2.094
3605,2008-10-30,1.999
3606,2008-10-29,2.054
3607,2008-10-28,1.98
3608,2008-10-27,1.958
3609,2008-10-24,2.023
3610,2008-10-23,2.101
3611,2008-10-22,2.085
3612,2008-10-21,2.191
3613,2008-10-20,2.286
3614,2008-10-17,2.193
3615,2008-10-16,2.207
3616,2008-10-15,2.232
3617,2008-10-14,2.373
3618,2008-10-13,2.452
3619,2008-10-10,2.375
3620,2008-10-09,2.456
3621,2008-10-08,2.581
3622,2008-10-07,2.575
3623,2008-10-06,2.59
3624,2008-10-03,2.727
3625,2008-10-02,2.796
3626,2008-10-01,2.924
3627,2008-09-30,3.022
3628,2008-09-29,2.859
3629,2008-09-26,3.12
3630,2008-09-25,3.134
3631,2008-09-24,3.295
3632,2008-09-23,3.307
3633,2008-09-22,3.33
3634,2008-09-19,3.149
3635,2008-09-18,3.177
3636,2008-09-17,3.008
3637,2008-09-16,3.97
3638,2008-09-15,4.041
3639,2008-09-12,4.814
3640,2008-09-11,4.316
3641,2008-09-10,3.114
3642,2008-09-09,3.094
3643,2008-09-08,3.231
3644,2008-09-05,3.193
3645,2008-09-04,3.192
3646,2008-09-03,3.257
3647,2008-09-02,3.252
3648,2008-08-29,3.296
3649,2008-08-28,3.304
3650,2008-08-27,3.383
3651,2008-08-26,3.359
3652,2008-08-25,3.254
3653,2008-08-22,3.225
3654,2008-08-21,3.369
3655,2008-08-20,3.241
3656,2008-08-19,3.189
3657,2008-08-18,3.141
3658,2008-08-15,3.171
3659,2008-08-14,3.147
3660,2008-08-13,3.165
3661,2008-08-12,3.108
3662,2008-08-11,3.148
3663,2008-08-08,3.171
3664,2008-08-07,3.329
3665,2008-08-06,3.326
3666,2008-08-05,3.377
3667,2008-08-04,3.451
3668,2008-08-01,3.53
3669,2008-07-31,3.554
3670,2008-07-30,3.646
3671,2008-07-29,3.59
3672,2008-07-28,3.674
3673,2008-07-25,3.632
3674,2008-07-24,3.676
3675,2008-07-23,3.648
3676,2008-07-22,3.783
3677,2008-07-21,3.87
3678,2008-07-18,3.809
3679,2008-07-17,3.84
3680,2008-07-16,3.94
3681,2008-07-15,4.012
3682,2008-07-14,4.158
3683,2008-07-11,4.173
3684,2008-07-10,4.132
3685,2008-07-09,3.942
3686,2008-07-08,3.922
3687,2008-07-07,4.084
3688,2008-07-03,4.207
3689,2008-07-02,4.173
3690,2008-07-01,4.035
3691,2008-06-30,4.02
3692,2008-06-27,4.031
3693,2008-06-26,3.956
3694,2008-06-25,3.827
3695,2008-06-24,3.864
3696,2008-06-23,3.863
3697,2008-06-20,3.821
3698,2008-06-19,3.765
3699,2008-06-18,3.908
3700,2008-06-17,3.879
3701,2008-06-16,3.873
3702,2008-06-13,3.898
3703,2008-06-12,3.996
3704,2008-06-11,4.045
3705,2008-06-10,3.861
3706,2008-06-09,3.928
3707,2008-06-06,4.0
3708,2008-06-05,3.753
3709,2008-06-04,3.619
3710,2008-06-03,3.731
3711,2008-06-02,3.806
3712,2008-05-30,3.736
3713,2008-05-29,3.777
3714,2008-05-28,3.949
3715,2008-05-27,3.919
3716,2008-05-23,4.002
3717,2008-05-22,4.073
3718,2008-05-21,4.062
3719,2008-05-20,3.898
3720,2008-05-19,3.81
3721,2008-05-16,3.83
3722,2008-05-15,3.733
3723,2008-05-14,3.731
3724,2008-05-13,3.804
3725,2008-05-12,3.658
3726,2008-05-09,3.758
3727,2008-05-08,3.655
3728,2008-05-07,3.575
3729,2008-05-06,3.477
3730,2008-05-05,3.443
3731,2008-05-02,3.35
3732,2008-05-01,3.253
3733,2008-04-30,3.329
3734,2008-04-29,3.375
3735,2008-04-28,3.428
3736,2008-04-25,3.492
3737,2008-04-24,3.441
3738,2008-04-23,3.502
3739,2008-04-22,3.512
3740,2008-04-21,3.512
3741,2008-04-18,3.49
3742,2008-04-17,3.464
3743,2008-04-16,3.476
3744,2008-04-15,3.485
3745,2008-04-14,3.412
3746,2008-04-11,3.402
3747,2008-04-10,3.38
3748,2008-04-09,3.437
3749,2008-04-08,3.29
3750,2008-04-07,3.25
3751,2008-04-04,3.124
3752,2008-04-03,3.071
3753,2008-04-02,3.087
3754,2008-04-01,3.062
3755,2008-03-31,3.061
3756,2008-03-28,3.137
3757,2008-03-27,3.17
3758,2008-03-26,3.09
3759,2008-03-25,2.975
3760,2008-03-24,2.952
3761,2008-03-20,3.15
3762,2008-03-19,3.196
3763,2008-03-18,3.289
3764,2008-03-17,3.255
3765,2008-03-14,3.32
3766,2008-03-13,3.296
3767,2008-03-12,3.202
3768,2008-03-11,3.168
3769,2008-03-10,3.101
3770,2008-03-07,3.083
3771,2008-03-06,3.093
3772,2008-03-05,3.069
3773,2008-03-04,2.922
3774,2008-03-03,2.963
3775,2008-02-29,2.915
3776,2008-02-28,2.935
3777,2008-02-27,2.846
3778,2008-02-26,2.89
3779,2008-02-25,2.853
3780,2008-02-22,2.843
3781,2008-02-21,2.823
3782,2008-02-20,2.857
3783,2008-02-19,2.851
3784,2008-02-15,2.745
3785,2008-02-14,2.754
3786,2008-02-13,2.711
3787,2008-02-12,2.685
3788,2008-02-11,2.705
3789,2008-02-08,2.617
3790,2008-02-07,2.527
3791,2008-02-06,2.481
3792,2008-02-05,2.497
3793,2008-02-04,2.534
3794,2008-02-01,2.498
3795,2008-01-31,2.572
3796,2008-01-30,2.591
3797,2008-01-29,2.58
3798,2008-01-28,2.568
3799,2008-01-25,2.565
3800,2008-01-24,2.516
3801,2008-01-23,2.501
3802,2008-01-22,2.545
3803,2008-01-18,2.586
3804,2008-01-17,2.575
3805,2008-01-16,2.6
3806,2008-01-15,2.583
3807,2008-01-14,2.623
3808,2008-01-11,2.568
3809,2008-01-10,2.59
3810,2008-01-09,2.634
3811,2008-01-08,2.66
3812,2008-01-07,2.635
3813,2008-01-04,2.716
3814,2008-01-03,2.751
3815,2008-01-02,2.745
3816,2007-12-31,2.673
3817,2007-12-28,2.669
3818,2007-12-27,2.703
3819,2007-12-26,2.635
3820,2007-12-24,2.591
3821,2007-12-21,2.607
3822,2007-12-20,2.59
3823,2007-12-19,2.597
3824,2007-12-18,2.555
3825,2007-12-17,2.596
3826,2007-12-14,2.608
3827,2007-12-13,2.657
3828,2007-12-12,2.667
3829,2007-12-11,2.542
3830,2007-12-10,2.53
3831,2007-12-07,2.563
3832,2007-12-06,2.57
3833,2007-12-05,2.544
3834,2007-12-04,2.552
3835,2007-12-03,2.574
3836,2007-11-30,2.568
3837,2007-11-29,2.632
3838,2007-11-28,2.651
3839,2007-11-27,2.718
3840,2007-11-26,2.751
3841,2007-11-23,2.773
3842,2007-11-21,2.754
3843,2007-11-20,2.762
3844,2007-11-19,2.672
3845,2007-11-16,2.658
3846,2007-11-15,2.628
3847,2007-11-14,2.639
3848,2007-11-13,2.587
3849,2007-11-12,2.658
3850,2007-11-09,2.712
3851,2007-11-08,2.698
3852,2007-11-07,2.705
3853,2007-11-06,2.704
3854,2007-11-05,2.641
3855,2007-11-02,2.661
3856,2007-11-01,2.573
3857,2007-10-31,2.592
3858,2007-10-30,2.496
3859,2007-10-29,2.552
3860,2007-10-26,2.498
3861,2007-10-25,2.473
3862,2007-10-24,2.414
3863,2007-10-23,2.369
3864,2007-10-22,2.381
3865,2007-10-19,2.398
3866,2007-10-18,2.425
3867,2007-10-17,2.38
3868,2007-10-16,2.403
3869,2007-10-15,2.37
3870,2007-10-12,2.317
3871,2007-10-11,2.305
3872,2007-10-10,2.278
3873,2007-10-09,2.247
3874,2007-10-08,2.234
3875,2007-10-05,2.291
3876,2007-10-04,2.331
3877,2007-10-03,2.27
3878,2007-10-02,2.262
3879,2007-10-01,2.282
3880,2007-09-28,2.288
3881,2007-09-27,2.324
3882,2007-09-26,2.258
3883,2007-09-25,2.264
3884,2007-09-24,2.306
3885,2007-09-21,2.318
3886,2007-09-20,2.325
3887,2007-09-19,2.311
3888,2007-09-18,2.326
3889,2007-09-17,2.299
3890,2007-09-14,2.268
3891,2007-09-13,2.293
3892,2007-09-12,2.261
3893,2007-09-11,2.239
3894,2007-09-10,2.236
3895,2007-09-07,2.202
3896,2007-09-06,2.206
3897,2007-09-05,2.175
3898,2007-09-04,2.142
3899,2007-08-31,2.135
3900,2007-08-30,2.131
3901,2007-08-29,2.141
3902,2007-08-28,2.093
3903,2007-08-27,2.112
3904,2007-08-24,2.118
3905,2007-08-23,2.081
3906,2007-08-22,2.056
3907,2007-08-21,2.055
3908,2007-08-20,2.083
3909,2007-08-17,2.108
3910,2007-08-16,2.098
3911,2007-08-15,2.126
3912,2007-08-14,2.078
3913,2007-08-13,2.062
3914,2007-08-10,2.071
3915,2007-08-09,2.08
3916,2007-08-08,2.048
3917,2007-08-07,2.02
3918,2007-08-06,2.008
3919,2007-08-03,2.105
3920,2007-08-02,2.149
3921,2007-08-01,2.154
3922,2007-07-31,2.198
3923,2007-07-30,2.153
3924,2007-07-27,2.156
3925,2007-07-26,2.108
3926,2007-07-25,2.145
3927,2007-07-24,2.088
3928,2007-07-23,2.1
3929,2007-07-20,2.136
3930,2007-07-19,2.152
3931,2007-07-18,2.139
3932,2007-07-17,2.08
3933,2007-07-16,2.102
3934,2007-07-13,2.161
3935,2007-07-12,2.148
3936,2007-07-11,2.145
3937,2007-07-10,2.174
3938,2007-07-09,2.142
3939,2007-07-06,2.147
3940,2007-07-05,2.152
3941,2007-07-03,2.134
3942,2007-07-02,2.119
3943,2007-06-29,2.09
3944,2007-06-28,2.073
3945,2007-06-27,2.082
3946,2007-06-26,2.052
3947,2007-06-25,2.14
3948,2007-06-22,2.137
3949,2007-06-21,2.122
3950,2007-06-20,2.129
3951,2007-06-19,2.162
3952,2007-06-18,2.168
3953,2007-06-15,2.111
3954,2007-06-14,2.137
3955,2007-06-13,2.08
3956,2007-06-12,2.044
3957,2007-06-11,2.062
3958,2007-06-08,2.033
3959,2007-06-07,2.105
3960,2007-06-06,2.102
3961,2007-06-05,2.095
3962,2007-06-04,2.091
3963,2007-06-01,2.072
3964,2007-05-31,2.044
3965,2007-05-30,2.025
3966,2007-05-29,2.04
3967,2007-05-25,2.099
3968,2007-05-24,2.089
3969,2007-05-23,2.092
3970,2007-05-22,2.07
3971,2007-05-21,2.108
3972,2007-05-18,2.076
3973,2007-05-17,2.092
3974,2007-05-16,2.027
3975,2007-05-15,2.048
3976,2007-05-14,2.03
3977,2007-05-11,2.025
3978,2007-05-10,2.023
3979,2007-05-09,2.008
3980,2007-05-08,2.018
3981,2007-05-07,1.992
3982,2007-05-04,2.027
3983,2007-05-03,2.005
3984,2007-05-02,2.001
3985,2007-05-01,2.038
3986,2007-04-30,2.049
3987,2007-04-27,2.071
3988,2007-04-26,2.051
3989,2007-04-25,2.066
3990,2007-04-24,2.013
3991,2007-04-23,2.057
3992,2007-04-20,2.027
3993,2007-04-19,2.001
3994,2007-04-18,2.004
3995,2007-04-17,2.0
3996,2007-04-16,2.056
3997,2007-04-13,2.088
3998,2007-04-12,2.103
3999,2007-04-11,2.064
4000,2007-04-10,2.031
4001,2007-04-09,1.995
4002,2007-04-05,2.03
4003,2007-04-04,2.031
4004,2007-04-03,1.983
4005,2007-04-02,2.008
4006,2007-03-30,2.017
4007,2007-03-29,2.026
4008,2007-03-28,1.95
4009,2007-03-27,1.918
4010,2007-03-26,1.904
4011,2007-03-23,1.834
4012,2007-03-22,1.829
4013,2007-03-21,1.788
4014,2007-03-20,1.793
4015,2007-03-19,1.807
4016,2007-03-16,1.803
4017,2007-03-15,1.797
4018,2007-03-14,1.819
4019,2007-03-13,1.805
4020,2007-03-12,1.755
4021,2007-03-09,1.781
4022,2007-03-08,1.833
4023,2007-03-07,1.837
4024,2007-03-06,1.816
4025,2007-03-05,1.8
4026,2007-03-02,1.852
4027,2007-03-01,1.856
4028,2007-02-28,1.853
4029,2007-02-27,1.785
4030,2007-02-26,1.788
4031,2007-02-23,1.785
4032,2007-02-22,1.761
4033,2007-02-21,1.727
4034,2007-02-20,1.669
4035,2007-02-16,1.692
4036,2007-02-15,1.661
4037,2007-02-14,1.685
4038,2007-02-13,1.738
4039,2007-02-12,1.711
4040,2007-02-09,1.782
4041,2007-02-08,1.782
4042,2007-02-07,1.714
4043,2007-02-06,1.73
4044,2007-02-05,1.728
4045,2007-02-02,1.733
4046,2007-02-01,1.744
4047,2007-01-31,1.759
4048,2007-01-30,1.728
4049,2007-01-29,1.643
4050,2007-01-26,1.688
4051,2007-01-25,1.653
4052,2007-01-24,1.68
4053,2007-01-23,1.699
4054,2007-01-22,1.647
4055,2007-01-19,1.651
4056,2007-01-18,1.625
4057,2007-01-17,1.651
4058,2007-01-16,1.647
4059,2007-01-12,1.6
4060,2007-01-11,1.567
4061,2007-01-10,1.581
4062,2007-01-09,1.625
4063,2007-01-08,1.622
4064,2007-01-05,1.629
4065,2007-01-04,1.639
